=== PAGE 1 ===
# Sheet: Front page
UK Government GHG Conversion Factors for Company Reporting
Front page
 | Next publication date: | June 2027 | Factor set: | Flat file
 | Version: | 1.2 | Year: | 2026
 | UK Government GHG Conversion Factors for Company Reporting
 | Flat File Data Format
 | Status: | Final
 | Version: | 1.2
 | Updated: | 2026-07-10 00:00:00 | An error was identified whereby some factors for which no data were available were reported as 0 rather than left blank. This affected well-to-tank emissions factors for certain hybrid, CNG and LPG cars, and hotel stay factors for certain countries. These values have been corrected in this version.
 | Year: | 2026
 | Description: | 2026 update
 | Next publication date: | 2027-06-01 00:00:00
 | For technical queries, please contact Greenhouse Gas Statistics at GreenhouseGas.Statistics@energysecurity.gov.uk
 | NOTE: The scope of the factors is defined to be relevant to emissions reporting, although the factors may also be used for other purposes.  Regardless of this, their usage is at the users’ own risk.
=== PAGE 2 ===
# Sheet: Factors by Category
UK Government GHG Conversion Factors for Company Reporting
Factors by Category
Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].
 |  | Category
ID | Scope | Level 1 | Level 2 | Level 3 | Level 4 | Column Text | UOM | GHG/Unit | GHG Conversion Factor 2026
12_900_1035_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biodiesel ME (from Tallow) |  |  | kg | kg CO2e | 0.59812
12_900_1036_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biodiesel HVO |  |  | litres | kg CO2e | 0.56439
12_900_1036_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biodiesel HVO |  |  | GJ | kg CO2e | 16.445
12_900_1036_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biodiesel HVO |  |  | kg | kg CO2e | 0.72358
12_900_1037_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biopropane |  |  | litres | kg CO2e | 0.15752
12_900_1037_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biopropane |  |  | GJ | kg CO2e | 6.613
12_900_1037_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biopropane |  |  | kg | kg CO2e | 0.30684
12_900_1038_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development diesel |  |  | litres | kg CO2e | 0.83338
12_900_1038_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development diesel |  |  | GJ | kg CO2e | 23.32
12_900_1038_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development diesel |  |  | kg | kg CO2e | 1.0034
12_900_1039_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development petrol |  |  | litres | kg CO2e | 0.76505
12_900_1039_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development petrol |  |  | GJ | kg CO2e | 23.097
12_900_1039_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Development petrol |  |  | kg | kg CO2e | 1.03129
12_900_1040_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Off road biodiesel |  |  | litres | kg CO2e | 0.39508
12_900_1040_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Off road biodiesel |  |  | GJ | kg CO2e | 11.933
12_900_1040_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Off road biodiesel |  |  | kg | kg CO2e | 0.44391
12_900_1041_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biomethane (liquified) |  |  | litres | kg CO2e
12_900_1041_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biomethane (liquified) |  |  | GJ | kg CO2e | 23.903
12_900_1041_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Biomethane (liquified) |  |  | kg | kg CO2e | 1.17125
12_900_1042_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Methanol (bio) |  |  | litres | kg CO2e | 0.59414
12_900_1042_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Methanol (bio) |  |  | GJ | kg CO2e | 37.597
12_900_1042_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Methanol (bio) |  |  | kg | kg CO2e | 0.74923
12_900_1049_8_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Avtur (renewable) |  |  | litres | kg CO2e | 0.53386
12_900_1049_2_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Avtur (renewable) |  |  | GJ | kg CO2e | 15.256
12_900_1049_3_1 | Scope 3 | WTT- bioenergy | WTT- biofuel | Avtur (renewable) |  |  | kg | kg CO2e | 0.67052
12_901_1043_15_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood logs |  |  | tonnes | kg CO2e | 52.14
12_901_1043_5_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood logs |  |  | kWh | kg CO2e | 0.01277
12_901_1044_15_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood chips |  |  | tonnes | kg CO2e | 30.4
12_901_1044_5_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood chips |  |  | kWh | kg CO2e | 0.00792
12_901_1045_15_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood pellets |  |  | tonnes | kg CO2e | 177
12_901_1045_5_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Wood pellets |  |  | kWh | kg CO2e | 0.03744
12_901_1046_15_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Grass/straw |  |  | tonnes | kg CO2e | 68.65
12_901_1046_5_1 | Scope 3 | WTT- bioenergy | WTT- biomass | Grass/straw |  |  | kWh | kg CO2e | 0.01604
12_902_1047_15_1 | Scope 3 | WTT- bioenergy | WTT- biogas | Biogas |  |  | tonnes | kg CO2e | 102.85714
12_902_1047_5_1 | Scope 3 | WTT- bioenergy | WTT- biogas | Biogas |  |  | kWh | kg CO2e | 0.01851
12_902_1048_15_1 | Scope 3 | WTT- bioenergy | WTT- biogas | Landfill gas |  |  | tonnes | kg CO2e | 0
12_902_1048_5_1 | Scope 3 | WTT- bioenergy | WTT- biogas | Landfill gas |  |  | kWh | kg CO2e | 0
13_402_4000_5_1 | Scope 3 | Transmission and distribution | T&D- UK electricity | Electricity: UK | kWh |  | kWh | kg CO2e | 0.01299
13_402_4000_5_2 | Scope 3 | Transmission and distribution | T&D- UK electricity | Electricity: UK | kWh |  | kWh | kg CO2e of CO2 per unit | 0.01284
13_402_4000_5_3 | Scope 3 | Transmission and distribution | T&D- UK electricity | Electricity: UK | kWh |  | kWh | kg CO2e of CH4 per unit | 7e-05
13_402_4000_5_4 | Scope 3 | Transmission and distribution | T&D- UK electricity | Electricity: UK | kWh |  | kWh | kg CO2e of N2O per unit | 9e-05
13_403_4004_5_1 | Scope 3 | Transmission and distribution | Distribution - district heat & steam | 5% loss | kWh |  | kWh | kg CO2e | 0.00945
13_403_4004_5_2 | Scope 3 | Transmission and distribution | Distribution - district heat & steam | 5% loss | kWh |  | kWh | kg CO2e of CO2 per unit | 0.00936
13_403_4004_5_3 | Scope 3 | Transmission and distribution | Distribution - district heat & steam | 5% loss | kWh |  | kWh | kg CO2e of CH4 per unit | 7e-05
13_403_4004_5_4 | Scope 3 | Transmission and distribution | Distribution - district heat & steam | 5% loss | kWh |  | kWh | kg CO2e of N2O per unit | 3e-05
14_300_3003_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e
14_300_3003_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit
14_300_3003_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit
14_300_3003_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit
14_300_3004_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | km | kg CO2e | 0.0022
14_300_3004_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00217
14_300_3004_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3004_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 2e-05
14_300_3003_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e
14_300_3003_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit
14_300_3003_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit
14_300_3003_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit
14_300_3004_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | miles | kg CO2e | 0.00355
14_300_3004_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00349
14_300_3004_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 2e-05
14_300_3004_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Mini |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 4e-05
14_300_3008_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00178
14_300_3008_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00175
14_300_3008_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3008_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 2e-05
14_300_3009_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | km | kg CO2e | 0.00249
14_300_3009_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00246
14_300_3009_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3009_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 2e-05
14_300_3008_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00286
14_300_3008_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00281
14_300_3008_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 2e-05
14_300_3008_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 3e-05
14_300_3009_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | miles | kg CO2e | 0.00402
14_300_3009_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00396
14_300_3009_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 2e-05
14_300_3009_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Supermini |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 4e-05
14_300_3013_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00066
14_300_3013_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00064
14_300_3013_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3013_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 1e-05
14_300_3014_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | km | kg CO2e | 0.00251
14_300_3014_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00246
14_300_3014_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 2e-05
14_300_3014_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 3e-05
14_300_3013_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00106
14_300_3013_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00103
14_300_3013_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 1e-05
14_300_3013_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 2e-05
14_300_3014_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | miles | kg CO2e | 0.00403
14_300_3014_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00396
14_300_3014_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 3e-05
14_300_3014_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Lower medium |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 4e-05
14_300_3018_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00071
14_300_3018_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00069
14_300_3018_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3018_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 1e-05
14_300_3019_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | km | kg CO2e | 0.00283
14_300_3019_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.0028
14_300_3019_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3019_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 2e-05
14_300_3018_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00114
14_300_3018_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00111
14_300_3018_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 1e-05
14_300_3018_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 2e-05
14_300_3019_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | miles | kg CO2e | 0.00455
14_300_3019_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.0045
14_300_3019_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 2e-05
14_300_3019_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Upper medium |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 3e-05
14_300_3023_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00058
14_300_3023_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00056
14_300_3023_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3023_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 1e-05
14_300_3024_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | km | kg CO2e | 0.00246
14_300_3024_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00241
14_300_3024_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 2e-05
14_300_3024_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 3e-05
14_300_3023_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00094
14_300_3023_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00091
14_300_3023_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 1e-05
14_300_3023_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 2e-05
14_300_3024_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | miles | kg CO2e | 0.00394
14_300_3024_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00387
14_300_3024_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 3e-05
14_300_3024_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Executive |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 4e-05
14_300_3028_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00069
14_300_3028_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00067
14_300_3028_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3028_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 1e-05
14_300_3029_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | km | kg CO2e | 0.00322
14_300_3029_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00317
14_300_3029_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 2e-05
14_300_3029_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 3e-05
14_300_3028_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00111
14_300_3028_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00108
14_300_3028_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 1e-05
14_300_3028_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 2e-05
14_300_3029_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | miles | kg CO2e | 0.00518
14_300_3029_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.0051
14_300_3029_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 3e-05
14_300_3029_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Luxury |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 5e-05
14_300_3033_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00052
14_300_3033_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.0005
14_300_3033_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3033_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 1e-05
14_300_3034_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | km | kg CO2e | 0.00414
14_300_3034_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00408
14_300_3034_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 2e-05
14_300_3034_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 4e-05
14_300_3033_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e | 0.00083
14_300_3033_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.0008
14_300_3033_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of CH4 per unit | 1e-05
14_300_3033_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Plug-in Hybrid Electric Vehicle | miles | kg CO2e of N2O per unit | 2e-05
14_300_3034_9_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | miles | kg CO2e | 0.00667
14_300_3034_9_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | miles | kg CO2e of CO2 per unit | 0.00657
14_300_3034_9_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | miles | kg CO2e of CH4 per unit | 4e-05
14_300_3034_9_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Sports |  | Battery Electric Vehicle | miles | kg CO2e of N2O per unit | 6e-05
14_300_3038_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e | 0.00097
14_300_3038_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00094
14_300_3038_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of CH4 per unit | 1e-05
14_300_3038_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Plug-in Hybrid Electric Vehicle | km | kg CO2e of N2O per unit | 2e-05
14_300_3039_4_1 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Battery Electric Vehicle | km | kg CO2e | 0.00279
14_300_3039_4_2 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Battery Electric Vehicle | km | kg CO2e of CO2 per unit | 0.00273
14_300_3039_4_3 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Battery Electric Vehicle | km | kg CO2e of CH4 per unit | 2e-05
14_300_3039_4_4 | Scope 3 | UK electricity T&D for EVs | Cars (by market segment) | Dual purpose 4X4 |  | Battery Electric Vehicle | km | kg CO2e of N2O per unit | 4e-05
