=== PAGE 1 ===
# Kenya 2019 SAM: every non-empty cell of the matrix, one line per cell, reshaped from the stored CSV. Units: billions of Kenyan shillings.
# Payments run from the column account to the row account (for an activity column: purchases of commodities, factor payments, taxes; the Total row is gross output).
# Format: SAM | row account (code) | column account (code) | value
Kenya 2019 SAM | Commodities - Sugarcane (csugr) | Households - Urban (quintile 4) (hhd-u4) | 2
Kenya 2019 SAM | Commodities - Sugarcane (csugr) | Households - Urban (quintile 5) (hhd-u5) | 7
Kenya 2019 SAM | Commodities - Sugarcane (csugr) | Total (total) | 92
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Activities - Tobacco (atoba) | 1
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Activities - Beverage and tobacco (abeve) | 9
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Households - Rural (quintile 3) (hhd-r3) | 1
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Households - Rural (quintile 4) (hhd-r4) | 1
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Households - Rural (quintile 5) (hhd-r5) | 1
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Households - Urban (quintile 5) (hhd-u5) | 2
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Rest of world (row) | 4
Kenya 2019 SAM | Commodities - Tobacco (ctoba) | Total (total) | 19
Kenya 2019 SAM | Commodities - Cotton and fibres (ccott) | Activities - Cotton and fibres (acott) | 3
Kenya 2019 SAM | Commodities - Cotton and fibres (ccott) | Activities - Textiles, clothing and footwear (atext) | 27
Kenya 2019 SAM | Commodities - Cotton and fibres (ccott) | Total (total) | 31
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Activities - Fruits and nuts (afrui) | 22
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Activities - Processed foods (afood) | 9
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Activities - Beverage and tobacco (abeve) | 2
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Activities - Accommodation and food services (ahotl) | 24
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Rural (quintile 1) (hhd-r1) | 10
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Rural (quintile 2) (hhd-r2) | 17
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Rural (quintile 3) (hhd-r3) | 26
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Rural (quintile 4) (hhd-r4) | 35
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Rural (quintile 5) (hhd-r5) | 37
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Urban (quintile 2) (hhd-u2) | 4
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Urban (quintile 3) (hhd-u3) | 10
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Urban (quintile 4) (hhd-u4) | 32
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Households - Urban (quintile 5) (hhd-u5) | 137
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Savings-investment (s-i) | 8
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Rest of world (row) | 33
Kenya 2019 SAM | Commodities - Fruits and nuts (cfrui) | Total (total) | 407
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Activities - Coffee, tea and cocoa (acoff) | 8
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Activities - Processed foods (afood) | 37
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Activities - Accommodation and food services (ahotl) | 3
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Households - Rural (quintile 5) (hhd-r5) | 1
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Households - Urban (quintile 5) (hhd-u5) | 5
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Rest of world (row) | 259
Kenya 2019 SAM | Commodities - Coffee, tea and cocoa (ccoff) | Total (total) | 314
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Activities - Other crops (aocrp) | 7
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Activities - Processed foods (afood) | 6
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Activities - Chemicals and petroleum (achem) | 25
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Activities - Accommodation and food services (ahotl) | 2
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Rest of world (row) | 85
Kenya 2019 SAM | Commodities - Other crops (cocrp) | Total (total) | 126
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Cattle and raw milk (acatt) | 138
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Processed foods (afood) | 110
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Textiles, clothing and footwear (atext) | 1
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Accommodation and food services (ahotl) | 18
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Public administration (apadm) | 5
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Education (aeduc) | 31
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Activities - Health and social work (aheal) | 2
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Rural (quintile 1) (hhd-r1) | 15
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Rural (quintile 2) (hhd-r2) | 28
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Rural (quintile 3) (hhd-r3) | 47
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Rural (quintile 4) (hhd-r4) | 57
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Rural (quintile 5) (hhd-r5) | 57
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 1) (hhd-u1) | 2
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 2) (hhd-u2) | 7
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 3) (hhd-u3) | 19
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 4) (hhd-u4) | 53
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 5) (hhd-u5) | 200
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Savings-investment (s-i) | 15
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Change in stocks (dstk) | 29
Kenya 2019 SAM | Commodities - Cattle and raw milk (ccatt) | Total (total) | 836
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Processed foods (afood) | 10
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Accommodation and food services (ahotl) | 8
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Public administration (apadm) | 3
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Education (aeduc) | 10
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Health and social work (aheal) | 1
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 1) (hhd-r1) | 2
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 2) (hhd-r2) | 3
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 3) (hhd-r3) | 6
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 4) (hhd-r4) | 11
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 5) (hhd-r5) | 12
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 2) (hhd-u2) | 1
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 3) (hhd-u3) | 2
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 4) (hhd-u4) | 9
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 5) (hhd-u5) | 51
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Change in stocks (dstk) | 1
Kenya 2019 SAM | Commodities - Poultry and eggs (cpoul) | Total (total) | 129
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Vegetables (avege) | 4
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Fruits and nuts (afrui) | 1
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Coffee, tea and cocoa (acoff) | 2
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Other livestock (aoliv) | 93
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Processed foods (afood) | 37
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Textiles, clothing and footwear (atext) | 3
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Activities - Accommodation and food services (ahotl) | 2
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 1) (hhd-r1) | 4
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 2) (hhd-r2) | 6
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 3) (hhd-r3) | 9
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 4) (hhd-r4) | 13
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 5) (hhd-r5) | 18
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 2) (hhd-u2) | 1
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 3) (hhd-u3) | 4
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 4) (hhd-u4) | 6
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 5) (hhd-u5) | 26
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Change in stocks (dstk) | 4
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Rest of world (row) | 1
Kenya 2019 SAM | Commodities - Other livestock (coliv) | Total (total) | 233
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Forestry (afore) | 2
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Fisheries (afish) | 5
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Textiles, clothing and footwear (atext) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Wood and paper products (awood) | 30
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Chemicals and petroleum (achem) | 21
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Non-metal minerals (anmet) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Machinery, equipment and vehicles (amach) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Other manufacturing (aoman) | 2
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Construction (acons) | 99
Kenya 2019 SAM | Commodities - Forestry (cfore) | Activities - Accommodation and food services (ahotl) | 9
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 1) (hhd-r1) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 2) (hhd-r2) | 2
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 3) (hhd-r3) | 3
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 4) (hhd-r4) | 3
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 5) (hhd-r5) | 2
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 2) (hhd-u2) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 3) (hhd-u3) | 1
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 4) (hhd-u4) | 2
Kenya 2019 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 5) (hhd-u5) | 3
Kenya 2019 SAM | Commodities - Forestry (cfore) | Total (total) | 189
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Fisheries (afish) | 1
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Processed foods (afood) | 3
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Accommodation and food services (ahotl) | 7
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Public administration (apadm) | 1
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Education (aeduc) | 3
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Activities - Health and social work (aheal) | 1
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Rural (quintile 1) (hhd-r1) | 5
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Rural (quintile 2) (hhd-r2) | 8
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Rural (quintile 3) (hhd-r3) | 12
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Rural (quintile 4) (hhd-r4) | 13
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Rural (quintile 5) (hhd-r5) | 10
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 2) (hhd-u2) | 2
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 3) (hhd-u3) | 6
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 4) (hhd-u4) | 14
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 5) (hhd-u5) | 36
Kenya 2019 SAM | Commodities - Fisheries (cfish) | Total (total) | 126
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Fisheries (afish) | 1
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Mining (amine) | 1
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Processed foods (afood) | 12
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Beverage and tobacco (abeve) | 1
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Textiles, clothing and footwear (atext) | 2
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Wood and paper products (awood) | 1
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Chemicals and petroleum (achem) | 3
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Non-metal minerals (anmet) | 18
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Metals and metal products (ametl) | 14
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Machinery, equipment and vehicles (amach) | 10
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Other manufacturing (aoman) | 39
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Water supply and sewage (awatr) | 2
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Construction (acons) | 19
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Accommodation and food services (ahotl) | 2
Kenya 2019 SAM | Commodities - Mining (cmine) | Activities - Education (aeduc) | 3
Kenya 2019 SAM | Commodities - Mining (cmine) | Rest of world (row) | 29
Kenya 2019 SAM | Commodities - Mining (cmine) | Total (total) | 155
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Cattle and raw milk (acatt) | 85
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Poultry and eggs (apoul) | 54
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Other livestock (aoliv) | 5
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Processed foods (afood) | 155
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Beverage and tobacco (abeve) | 14
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Chemicals and petroleum (achem) | 5
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Accommodation and food services (ahotl) | 28
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Public administration (apadm) | 19
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Education (aeduc) | 43
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Activities - Health and social work (aheal) | 23
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 1) (hhd-r1) | 124
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 2) (hhd-r2) | 155
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 3) (hhd-r3) | 175
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 4) (hhd-r4) | 180
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 5) (hhd-r5) | 135
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 1) (hhd-u1) | 15
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 2) (hhd-u2) | 31
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 3) (hhd-u3) | 55
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 4) (hhd-u4) | 103
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 5) (hhd-u5) | 458
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Rest of world (row) | 63
Kenya 2019 SAM | Commodities - Processed foods (cfood) | Total (total) | 1925
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Processed foods (afood) | 2
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Beverage and tobacco (abeve) | 22
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Chemicals and petroleum (achem) | 2
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Transportation and storage (atran) | 1
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Accommodation and food services (ahotl) | 25
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Real estate activities (areal) | 1
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Business services (absrv) | 1
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Health and social work (aheal) | 1
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 1) (hhd-r1) | 8
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 2) (hhd-r2) | 14
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 3) (hhd-r3) | 24
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 4) (hhd-r4) | 32
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 5) (hhd-r5) | 66
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 2) (hhd-u2) | 2
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 3) (hhd-u3) | 5
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 4) (hhd-u4) | 17
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 5) (hhd-u5) | 188
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Rest of world (row) | 15
Kenya 2019 SAM | Commodities - Beverage and tobacco (cbeve) | Total (total) | 426
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Maize (amaiz) | 4
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Other cereals (aocer) | 4
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Pulses (apuls) | 3
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Vegetables (avege) | 3
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Fisheries (afish) | 13
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Processed foods (afood) | 19
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Textiles, clothing and footwear (atext) | 54
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Wood and paper products (awood) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Metals and metal products (ametl) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Other manufacturing (aoman) | 6
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Accommodation and food services (ahotl) | 3
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Information and communication (acomm) | 2
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Finance and insurance (afsrv) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Business services (absrv) | 4
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Public administration (apadm) | 2
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Health and social work (aheal) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Other services (aosrv) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 1) (hhd-r1) | 9
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 2) (hhd-r2) | 16
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 3) (hhd-r3) | 27
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 4) (hhd-r4) | 33
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 5) (hhd-r5) | 35
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 2) (hhd-u2) | 3
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 3) (hhd-u3) | 8
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 4) (hhd-u4) | 21
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 5) (hhd-u5) | 119
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Rest of world (row) | 51
Kenya 2019 SAM | Commodities - Textiles, clothing and footwear (ctext) | Total (total) | 447
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Pulses (apuls) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Beverage and tobacco (abeve) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Wood and paper products (awood) | 21
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Non-metal minerals (anmet) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Metals and metal products (ametl) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Machinery, equipment and vehicles (amach) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Other manufacturing (aoman) | 28
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Construction (acons) | 60
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Wholesale and retail trade (atrad) | 2
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Transportation and storage (atran) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Information and communication (acomm) | 2
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Finance and insurance (afsrv) | 3
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Business services (absrv) | 8
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Public administration (apadm) | 12
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Education (aeduc) | 22
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Health and social work (aheal) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Activities - Other services (aosrv) | 2
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 1) (hhd-r1) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 2) (hhd-r2) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 3) (hhd-r3) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 4) (hhd-r4) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 5) (hhd-r5) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 4) (hhd-u4) | 1
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 5) (hhd-u5) | 4
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Rest of world (row) | 20
Kenya 2019 SAM | Commodities - Wood and paper products (cwood) | Total (total) | 199
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Maize (amaiz) | 23
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other cereals (aocer) | 10
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Pulses (apuls) | 33
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Oilseeds (aoils) | 2
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Roots (aroot) | 18
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Vegetables (avege) | 77
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Sugarcane (asugr) | 4
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Tobacco (atoba) | 1
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Cotton and fibres (acott) | 1
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Fruits and nuts (afrui) | 15
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Coffee, tea and cocoa (acoff) | 50
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other crops (aocrp) | 6
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Cattle and raw milk (acatt) | 54
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Poultry and eggs (apoul) | 3
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other livestock (aoliv) | 6
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Forestry (afore) | 1
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Fisheries (afish) | 12
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Mining (amine) | 19
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Processed foods (afood) | 41
Kenya 2019 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Beverage and tobacco (abeve) | 43
